SYSNAME,SUBSTRATE,PRODUCT,bin,OxidativeHalf,ReductionHalf
"phenylacetone,NADPH:oxygen oxidoreductase","['(2-methylphenyl)acetone', '(2R,3S)-3-methyl-2-pentylcyclopentanone', '(R)-1-acetoxy-phenylacetone', '(R)-2-acetoxyphenylacetonitrile', '(R)-3-(4-bromophenyl)butan-2-one', '(S)-1-(3-trifluoromethylphenyl)ethyl acetate', '(S)-nicotine', '1-[3-(benzylselanyl)phenyl]ethanone', '1-[3-(methylselanyl)phenyl]ethanone', '1-[4-(benzylselanyl)phenyl]ethanone', '1-[4-(methylselanyl)phenyl]ethanone', '1-bromo-indanone', '1-indanone', '1-tetralone', '2-benzylcyclopentanone', '2-decanone', '2-dodecanone', '2-heptanone', '2-hexanone', '2-indanone', '2-methylphenylcyclohexanone', '2-nonanone', '2-octanone', '2-phenylcyclohexanone', '2-phenylpropionaldehyde', '2-undecanone', '3-(3-trifluoromethylphenyl)butan-2-one', '3-(4-chlorophenyl)cyclobutanone', '3-benzylcyclobutanone', '3-decanone', '3-octanone', '3-phenyl-2-butanone', '3-phenylcyclobutanone', '3-phenylpenta-2,4-dione', '4-decanone', '4-heptanone', '4-hydroxyacetophenone', '4-phenylcyclohexanone', '6-methoxy-1-indanone', 'H+', 'H+ [CPD:C00080];', 'N,N-dimethylbenzylamine', 'NADH', 'NADPH', 'NADPH [CPD:C00005];', 'O2', 'O2 [CPD:C00007]', 'alpha-acetylphenylacetonitrile', 'benzocyclobutanone', 'benzylacetone', 'bicyclo[2.2.1]heptan-2-one', 'bicyclo[3.2.0]hept-2-en-6-one', 'bicyclohept-2-en-6-one', 'cyclohexanone', 'cyclopentanone', 'diketone', 'ethionamide', 'methyl 4-tolylsulfide', 'methyl-p-tolylsulfide', 'more', 'phenylacetone', 'phenylacetone [CPD:C15512];', 'phenylboronic acid', 'rac-2-ethylcyclohexanone', 'rac-3-methyl-4-phenylbutan-2-one', 'rac-bicyclo [3.2.0]hept-2-en-6-one', 'thioanisole']","['(2R)-1-phenylpropan-2-yl acetate', '(R)-1-acetoxy-phenylacetone', '(R)-1-hydroxy-1-phenylacetone', '(R)-2-acetoxyphenylacetonitrile', '(R)-3-phenylbutan-2-one', '(R)-phenylacetylcarbinol', '(S)-1-phenyethyl acetate', '1-(3-(benzylseleninyl)phenyl)ethanone', '1-(3-(methylseleninyl)phenyl)ethanone', '1-(4-(benzylseleninyl)phenyl)ethanone', '1-(4-(methylseleninyl)phenyl)ethanone', '2-coumaranone', '3,4-dihydrocoumarin', '3-isochromanone', '3-oxabicyclo[3.3.0]oct-6-en-2-one', '4,5-dihydro-1-benzoxepin-2(3H)-one', '4-phenyl-hexano-6-lactone', '6-bromoisochroman-1-one', '7-benzyloxepan-2-one', '7-phenyloxepan-2-one', '?', 'H2O', 'H2O [CPD:C00001]', 'N,N-dimethylbenzylamine N-oxide', 'NAD+', 'NADP+', 'NADP+ [CPD:C00006];', 'O2', 'acetic acid 4-hydroxyphenyl ester', 'benzyl acetate', 'benzyl acetate [CPD:C15513];', 'butyl acetate', 'epsilon-caprolactone', 'ethyl hexanoate', 'heptyl acetate', 'methyl decanoate', 'methyl nonanoate', 'methyl phenyl sulfoxide', 'nonyl acetate', 'octyl acetate', 'pentyl acetate', 'pentyl propanoate', 'propanyl butanoate', 'thioanisole sulfoxide']",0,0,0
"4-hydroxy-2,5-dimethylfuran-3(2H)-one:NADP+ oxidoreductase","['4-hydroxy-2,5-dimethylfuran-3(2H)-one [CPD:C20717];', 'NADP+ [CPD:C00006]']","['4-hydroxy-5-methyl-2-methylenefuran-3(2H)-one [CPD:C20718];', 'NADPH [CPD:C00005];', 'H+ [CPD:C00080]']",0,0,0
"4-methyl-5-nitrocatechol,NAD(P)H:oxygen 5-oxidoreductase (5-hydroxylating, nitrite-forming)","['3-methyl-4-nitrophenol', '4-methyl-5-nitrocatechol', '4-methyl-5-nitrocatechol [CPD:C18315];', '4-nitrophenol', '5-nitrocatechol', 'H+', 'H+ [CPD:C00080];', 'NADH [CPD:C00004];', 'NADPH', 'NADPH [CPD:C00005];', 'O2', 'O2 [CPD:C00007]', 'more']","['2-hydroxy-5-methylquinone', '2-hydroxy-5-methylquinone [CPD:C18316];', '2-hydroxyquinone', '2-methyl-4-benzoquinone', '4-benzoquinone', '?', 'H2O', 'H2O [CPD:C00001]', 'NAD+ [CPD:C00003];', 'NADP+', 'NADP+ [CPD:C00006];', 'nitrite', 'nitrite [CPD:C00088];']",0,0,0
"(+)-camphor,NADPH:oxygen oxidoreductase (6-exo-hydroxylating)","['(+)-camphor', '(+)-camphor [CPD:C00808];', 'H+', 'H+ [CPD:C00080];', 'NADPH', 'NADPH [CPD:C00005];', 'O2', 'O2 [CPD:C00007]', 'limonene', 'more']","['(+)-6-exo-hydroxycamphor', '(+)-6-exo-hydroxycamphor [CPD:C20322];', '(-)-perillyl alcohol', '?', 'H2O', 'H2O [CPD:C00001]', 'NADP+', 'NADP+ [CPD:C00006];']",0,0,0
electron-transferring-flavoprotein:ubiquinone oxidoreductase,"['reduced electron-transferring flavoprotein [CPD:C04570];', 'ubiquinone [CPD:C00399]']","['electron-transferring flavoprotein [CPD:C04253];', 'ubiquinol [CPD:C00390]']",0,0,0
cob(II)alamin:NADP+ oxidoreductase,"['2 ferricyanide', 'H+', 'H2O [CPD:C00001]', 'NADP+ [CPD:C00006];', 'NADPH', 'aquacob(III)alamin', 'cob(II)alamin [CPD:C00541];', 'cytochrome c', 'hydroxycobalamin', 'more', 'oxidized 2,6-dichlorophenolindophenol']","['2 ferrocyanide', ""5'-deoxyadenosylcobalamin"", '?', 'H+', 'H+ [CPD:C00080]', 'NADP+', 'NADPH [CPD:C00005];', 'aquacob(III)alamin [CPD:C00992];', 'cob(II)alamin', 'reduced 2,6-dichlorophenolindophenol']",0,0,0
DNA topoisomerase,,,0,0,0
L-tryptophan:FADH2 oxidoreductase (7-halogenating),"['5-amino-L-tryptophan', '5-bromo-L-tryptophan', '5-fluoro-L-tryptophan', '5-hydroxy-L-tryptophan', '5-methyl-L-tryptophan', '6-chloro-L-tryptophan', 'Br-', 'Cl-', 'D-tryptophan', 'FADH2', 'FADH2 [CPD:C01352];', 'H+', 'H+ [CPD:C00080]', 'L-tryptophan', 'O2', 'O2 [CPD:C00007];', 'bromide', 'chloride', 'chloride [CPD:C00698];', 'more', 'tryptamine', 'tryptophan', 'tryptophan [CPD:C00078];']","['2 H2O', '6,7-dichloro-L-tryptophan', '7-bromo-D-tryptophan', '7-bromo-L-tryptophan', '7-chloro-5-amino-L-tryptophan', '7-chloro-5-bromo-L-tryptophan', '7-chloro-5-fluoro-L-tryptophan', '7-chloro-5-hydroxy-L-tryptophan', '7-chloro-5-methyl-L-tryptophan', '7-chloro-L-tryptamine', '7-chloro-L-tryptophan', '7-chloro-L-tryptophan [CPD:C19687];', '7-chloro-tryptophan', '7-chlorotryptophan', '?', 'FAD', 'FAD [CPD:C00016];', 'H2O', 'H2O [CPD:C00001]']",0,0,0
"D-fructose-1,6-bisphosphate 1-phosphohydrolase","['D-fructose 1,6-bisphosphate [CPD:C00354];', 'H2O [CPD:C00001]']","['D-fructose 6-phosphate [CPD:C00085];', 'phosphate [CPD:C00009]']",0,0,0
NADPH:(quinone-acceptor) oxidoreductase,"['NADPH [CPD:C00005];', 'H+ [CPD:C00080];', 'quinone [CPD:C15602]']","['NADP+ [CPD:C00006];', 'quinol [CPD:C15603]']",0,0,0
"orcinol,NADH:oxygen oxidoreductase (2-hydroxylating)","['3-chlorophenol', '3-cresol', '3-ethylphenol', '3-trifluoromethylphenol', '4-bromoresorcinol', '4-methylresorcinol', 'H+ [CPD:C00080];', 'NADH', 'NADH [CPD:C00004];', 'O2', 'O2 [CPD:C00007]', 'more', 'orcinol', 'orcinol [CPD:C00727];', 'resorcinol']","['2,3,5-trihydroxytoluene', '2,3,5-trihydroxytoluene [CPD:C03338];', '3-methylcatechol', '?', 'H2O', 'H2O [CPD:C00001]', 'NAD+', 'NAD+ [CPD:C00003];', 'hydroxyquinol']",0,0,0
"D-tryptophan:oxygen 2,3-oxidoreductase (ring-opening)","['1-benzofuran-DL-tryptophan', '1-benzothiophene-DL-tryptophan', '1-methyl-D-tryptophan', '1-methyl-DL-tryptophan', '1-methyl-L-tryptophan', '1H-indole', '2-bromo-L-tryptophan', '2-chloro-L-tryptophan', '2-hydroxy-L-tryptophan', '3-indoleethanol', '4-methyl-DL-tryptophan', '5-benzyloxy-DL-tryptophan', '5-bromo-DL-tryptophan', '5-fluoro-DL-tryptophan', '5-fluoro-L-tryptophan', '5-fluoro-tryptophan', '5-fluorotryptophan', '5-hydroxy-L-tryptophan', '5-hydroxy-tryptophan', '5-hydroxytryptamine', '5-hydroxytryptophan', '5-methoxy-D,L-tryptophan', '5-methoxy-DL-tryptophan', '5-methoxy-L-tryptophan', '5-methyl-D,L-tryptophan', '5-methyl-DL-tryptophan', '5-methyl-tryptophan', '5-methyltryptophan', '6-fluoro-DL-tryptophan', '6-fluorotryptophan', '6-methyl-DL-tryptophan', '6-nitro-L-tryptophan', '7-methyl-DL-tryptophan', 'D-5-hydroxytryptophan', 'D-Trp', 'D-tryptophan', 'D-tryptophan [CPD:C00525];', 'DL-5-fluoro-methyltryptophan', 'DL-5-methyltryptophan', 'DL-6-fluorotryptophan', 'DL-6-methyltryptophan', 'DL-alpha-methyltryptophan', 'H2O', 'L-5-hydroxytryptophan', 'L-Trp', 'L-tryptophan', 'L-tryptophan [CPD:C00078]', 'L-tryptophan ethyl ester', 'L-tryptophan methyl ester', 'N-acetyl-L-tryptophan', 'O2', 'O2 [CPD:C00007];', 'O2-', 'Trp', 'alpha-N-methyl-L-tryptophan', 'alpha-methyl-DL-tryptophan', 'beta-[3-benzo(b)thienyl]-L-alanine', 'beta-methyl-DL-tryptophan', 'indole', 'indole-3-propionic acid', 'kynurenine', 'more', 'serotonin', 'tryptamine', 'tryptophan']","['(2S)-4-(2-amino-5-hydroxyphenyl)-2-(formylamino)-4-oxobutanoic acid', '1-methyl-N-formyl-D-kynurenine', '1-methyl-N-formyl-L-kynurenine', '2,3-dihydro-1H-indole-2,3-diol', '4-(2-amino-5-fluorophenyl)-2-(formylamino)-4-oxobutanoic acid', '4-(2-amino-5-hydroxyphenyl)-2-(formylamino)-4-oxobutanoic acid', '4-(2-amino-5-methylphenyl)-2-(formylamino)-4-oxobutanoic acid', '5-fluoro-N-formyl-DL-kynurenine', '5-fluoro-N-formyl-L-kynurenine', '5-hydroxy-N-formyl-L-kynurenine', '5-methoxy-N-formyl-DL-kynurenine', '5-methoxy-N-formyl-L-kynurenine', '5-methyl-N-formyl-DL-kynurenine', '6-methyl-N-formyl-DL-kynurenine', '?', 'D-formylkynurenine', 'D-kynurenine', 'L-formylkynurenine', 'L-kynurenine', 'N-formyl-5-hydroxy-L-kynurenine', 'N-formyl-5-hydroxykynurenine', 'N-formyl-D-kynurenine', 'N-formyl-D-kynurenine [CPD:C15605];', 'N-formyl-L-kynurenine', 'N-formyl-L-kynurenine [CPD:C02700]', 'N-formylkynurenine', 'alpha-methyl-N-formyl-DL-kynurenine', 'formylkynurenine', 'more']",0,0,0
2-C-methyl-D-erythritol-4-phosphate:NADP+ oxidoreductase (isomerizing),"['(3R,4S)-dihydroxy-5-oxohexylphosphonic acid', '1,2-dideoxy-D-threo-3-hexulose 6-phosphate', '1-deoxy-D-xylulose 5-phosphate', '1-deoxy-D-xylulose-5-phosphate', '1-deoxy-L-erythrulose', '1-fluoro-1-deoxy-D-xylulose 5-phosphate', '1-fluoro-1-deoxy-D-xylulose-5-phosphate', '2-C-methyl-D-erythritol 4-phosphate [CPD:C11434];', '2C-methyl-D-erythritol 4-phosphate', '3-[2H]-D-1-deoxyxylulose-5-phosphate', '4-[2H]-D-1-deoxyxylulose-5-phosphate', 'H+', 'NAD(P)H', 'NADH', 'NADP+', 'NADP+ [CPD:C00006]', 'NADPH', 'glycolaldehyde phosphate', 'hydroxyacetone', 'methyl-D-erythritol-4-phosphate', 'more']","['1-deoxy-D-xylulose 5-phosphate [CPD:C11437];', '1-deoxy-D-xylulose-5-phosphate', '2-C-ethyl-D-erythritol 4-phosphate', '2-C-methyl-D-erythritol 4-phosphate', '?', 'H+ [CPD:C00080]', 'NAD(P)+', 'NAD+', 'NADP+', 'NADPH', 'NADPH [CPD:C00005];', 'methyl-D-erythritol-4-phosphate']",0,0,0
"phenylacetyl-CoA:oxygen oxidoreductase (1,2-epoxidizing)","['H+', 'H+ [CPD:C00080];', 'NADPH', 'NADPH [CPD:C00005];', 'O2', 'O2 [CPD:C00007]', 'epoxyphenylacetyl-CoA', 'more', 'phenylacetyl-CoA', 'phenylacetyl-CoA [CPD:C00582];']","['2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA', '2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA [CPD:C20062];', '?', 'H2O', 'H2O [CPD:C00001]', 'NADP+', 'NADP+ [CPD:C00006];']",0,0,0
"2,4-dichlorophenol,NADPH:oxygen oxidoreductase (6-hydroxylating)","['2,3-dichlorophenol', '2,4,5-trichlorophenol', '2,4,6-trichlorophenol', '2,4-dibromophenol', '2,4-dichlorophenol', '2,4-dichlorophenol [CPD:C02625];', '2,5-dichlorophenol', '2,6-dichlorophenol', '2-bromo-4-chlorophenol', '2-chloro-4-nitrophenol', '2-chlorophenol', '2-cresol', '2-methylphenol', '3,4-dichlorophenol', '3,5-dichlorophenol', '3-chlorophenol', '4-bromo-2-chlorophenol', '4-bromophenol', '4-chloro-2-methylphenol', '4-chloro-2-nitrophenol', '4-chlorophenol', 'H+', 'H+ [CPD:C00080];', 'NADPH', 'NADPH [CPD:C00005];', 'O2', 'O2 [CPD:C00007]', 'more']","['3,4-dichlorocatechol', '3,5-dichlorocatechol', '3,5-dichlorocatechol [CPD:C02933];', '3,6-dichlorocatechol', '3-bromo-5-chlorocatechol', '3-chlorocatechol', '4-chlorocatechol', '5-bromo-3-chlorocatechol', '5-chloro-3-methylcatechol', '5-chlorocatechol', '?', 'H2O', 'H2O [CPD:C00001]', 'NADP+', 'NADP+ [CPD:C00006];']",0,0,0
ammonium:NAD+ oxidoreductase,"['NH3 [CPD:C00014];', 'NAD+ [CPD:C00003];', 'H2O [CPD:C00001]']","['hydroxylamine [CPD:C00192];', 'NADH [CPD:C00004];', 'H+ [CPD:C00080]']",0,0,0
"steroid,reduced-adrenodoxin:oxygen oxidoreductase (11beta-hydroxylating)","['11-deoxy-cortisol', '11-deoxycorticosterone', '11-deoxycortisol', '16,17alpha-epoxyprogesterone', '17alpha,21-dihydroxy-pregn-4-ene-3,20-dione', '18-hydroxy-corticosterone', '18-hydroxycorticosterone', '19-hydroxy-11-deoxycorticosterone', '2 H+', '2 O2', '4-androstene-3,17-dione', '4-pregnen-21-ol-3,20-dione', '4-pregnene-17,21-diol-3,20-dione', '?', 'H+ [CPD:C00080]', 'H2O', 'NADPH', 'O2', 'O2 [CPD:C00007];', 'a steroid', 'adrenal ferredoxin', 'androstendione', 'corticosterone', 'cortisol', 'metyrapone', 'more', 'progesterone', 'reduced adrenal ferredoxin', 'reduced adrenodoxin', 'reduced adrenodoxin [CPD:C00662];', 'reduced ferredoxin', 'steroid [CPD:C00377];', 'testosterone']","['11-deoxycorticosterone', '11-deoxycortisol', '11-hydroxytestosterone', '11beta,17alpha,21-trihydroxy-pregn-4-ene-3,20-dione', '11beta-hydroxy-16,17alpha-epoxyprogesterone', '11beta-hydroxy-4-androstene-3,17-dione', '11beta-hydroxyprogesterone', '11beta-hydroxysteroid [CPD:C01058];', '11beta-hydroxytestosterone', '14alpha,17alpha,21-trihydroxy-pregn-4-ene-3,20-dione', '14alpha-hydroxy-11-deoxycortisol', '18-hydroxy-11-deoxycorticosterone', '18-hydroxy-corticosterone', '18-hydroxycorticosterone', '19-hydroxy-4-androstene-3,17-dione', '19-oxo-11-deoxycorticosterone', '2 H2O', '4-pregnene-11,17,21-triol-3,20-dione', '4-pregnene-11,21-diol-3,20-dione', '?', 'H2O', 'H2O [CPD:C00001]', 'NADP+', 'O2', 'adrenal ferredoxin', 'aldosterone', 'an 11beta-hydroxysteroid', 'corticosterone', 'cortisol', 'cortisone', 'ferredoxin', 'metyrapol', 'oxidized adrenal ferredoxin', 'oxidized adrenodoxin', 'oxidized adrenodoxin [CPD:C00667];', 'reduced adrenal ferredoxin']",0,0,0
NADH:monodehydroascorbate oxidoreductase,"['NADH [CPD:C00004];', 'H+ [CPD:C00080];', 'monodehydroascorbate [CPD:C01041]']","['NAD+ [CPD:C00003];', 'ascorbate [CPD:C00072]']",0,0,0
"benzyl-(2R,3S)-2-methyl-3-hydroxybutanoate:NADP+ 3-oxidoreductase","['2 H+', '2 NADPH', '2 benzyl 2-methyl-3-oxobutyrate', 'NADP+ [CPD:C00006]', 'benzyl (2R,3S)-2-methyl-3-hydroxybutanoate [CPD:C04561];', 'more']","['2 NADP+', '?', 'H+ [CPD:C00080]', 'NADPH [CPD:C00005];', 'benzyl (2R,3S)-2-methyl-3-hydroxybutanoate', 'benzyl (2S,3S)-2-methyl-3-hydroxybutanoate', 'benzyl 2-methyl-3-oxobutanoate [CPD:C04000];']",0,0,0
ferredoxin:NAD+ oxidoreductase,"['reduced [2Fe-2S] ferredoxin [CPD:C22150];', 'NAD+ [CPD:C00003];', 'H+ [CPD:C00080];', 'reduced 2[4Fe-4S] ferredoxin']","['oxidized [2Fe-2S] ferredoxin [CPD:C22151];', 'NADH [CPD:C00004];', 'oxidized 2[4Fe-4S] ferredoxin']",0,0,0
oxalate:ferredoxin oxidoreductase,"['oxalate [CPD:C00209];', 'oxidized ferredoxin [CPD:C00139]']","['CO2 [CPD:C00011];', 'reduced ferredoxin [CPD:C00138]']",0,0,0
D-aldohexoside:acceptor 3-oxidoreductase,"['1,5-anhydro-D-glucitol', '2,6-dichlorophenolindophenol', '2-deoxy-D-galactose', '2-deoxy-D-glucose', 'D-fructose', 'D-galactose', 'D-galactosides', 'D-glucosamine', 'D-glucose', 'D-glucose 1-phosphate', 'D-glucosides', 'D-mannose', 'D-sorbitol', 'D-xylose', 'L-arabinose', 'N-carbamoyl-beta-D-glucopyranosylamine', 'N-p-nitrophenylvalidamine', 'TDP-glucose', 'UDP-glucose', 'acceptor', 'acceptor [CPD:C00028]', 'aldohexosides', 'alpha-methyl-D-glucoside', 'anhydro-1,6-D-glucose', 'arbutin', 'beta-melibiose', 'beta-methyl-D-glucoside', 'cellobionate', 'cellobiose', 'isomaltose', 'lactobionate', 'lactose', 'lactulose', 'leucrose', 'maltobionate', 'maltose', 'melezitose', 'methyl-alpha-D-galactoside', 'methyl-beta-D-glucose', 'methyl-beta-thiogalactose', 'more', 'p-arbutine', 'p-nitrophenyl 1-thio-beta-D-glucoside', 'p-nitrophenyl alpha-D-glucoside', 'p-nitrophenylvalidamine', 'p-nitrophenylvalienamine', 'raffinose', 'salicin', 'sucrose', 'sucrose [CPD:C00089];', 'trehalose', 'validamine', 'validamycin A', 'validoxylamine A', 'valienamine']","['1,3,5-dehydro-D-glucitol', '2,6-dichlorophenolindophenol', '2-deoxy-3-dehydro-D-galactose', '2-deoxy-3-dehydro-D-glucose', '3-dehydro-2-deoxy-D-glucose', '3-dehydro-D-galactose', '3-dehydro-D-glucosamine', '3-dehydro-D-glucose', '3-dehydro-D-mannose', '3-dehydro-alpha-D-glucosyl-beta-D-fructofuranoside', '3-dehydro-alpha-D-glucosyl-beta-D-fructofuranoside [CPD:C05731];', '3-dehydro-methyl-beta-D-thiogalactose', '3-keto-D-glucose 1-phosphate', '3-keto-alpha-methyl-glucoside', '3-keto-beta-methyl-D-glucoside', '3-keto-methyl-beta-D-glucose', '3-ketogalactosides', '3-ketoglucose', '3-ketoglucosides', '3-ketovalidoxylamine A', '4-O-alpha-D-ribo-hexopyranosyl-3-ulose-beta-D-glucopyranose', '4-O-beta-D-xylo-hexopyranosyl-3-ulose-beta-D-glucopyranose', '4-O-beta-D-xylo-hexopyranosyl-4-ulose-beta-D-glucopyranose', '6-O-alpha-D-xylo-hexopyranosyl-4-ulose-alpha-D-glucopyranose', '?', 'N-p-nitrophenyl-3-ketovalidamine', 'TDT-3-dehydro-D-glucose', 'UDP-3-dehydro-D-glucose', 'methyl 3-dehydro-alpha-D-glucoside', 'p-nitrophenyl-1-thio-3-dehydro-beta-D-glucoside', 'p-nitrophenyl-3-dehydro-alpha-D-glucoside', 'p-nitrophenyl-3-ketovalidamine', 'p-nitrophenyl-3-ketovalienamine', 'reduced 2,6-dichlorophenolindophenol', 'reduced acceptor', 'reduced acceptor [CPD:C00030]']",0,0,0
5-amino-6-(D-ribitylamino)uracil butanedionetransferase,"['1-deoxy-L-glycero-tetrulose 4-phosphate [CPD:C15556];', '5-amino-6-(D-ribitylamino)uracil [CPD:C04732]']","['6,7-dimethyl-8-(D-ribityl)lumazine [CPD:C04332];', 'H2O [CPD:C00001];', 'phosphate [CPD:C00009]']",0,0,0
"6-methylpretetramide,NADPH:oxygen oxidoreductase (4-hydroxylating)","['6-methylpretetramide', '6-methylpretetramide [CPD:C06629];', 'H+', 'H+ [CPD:C00080];', 'NADPH', 'NADPH [CPD:C00005];', 'O2', 'O2 [CPD:C00007]']","['4-hydroxy-6-methylpretetramide', '4-hydroxy-6-methylpretetramide [CPD:C06628];', 'H2O', 'H2O [CPD:C00001]', 'NADP+', 'NADP+ [CPD:C00006];']",0,0,0
nucleoside triphosphate phosphohydrolase (nucleoside monophosphoate-forming),"[""nucleoside 5'-triphosphate [CPD:C00201];"", 'H2O [CPD:C00001];', ""nucleoside 5'-diphosphate [CPD:C00454]""]","[""nucleoside 5'-phosphate [CPD:C01117];"", 'phosphate [CPD:C00009];', ""nucleoside 5'-diphosphate [CPD:C00454]""]",0,0,0
rifampicin:NAD(P)H:oxygen oxidoreductase (2'-N-hydroxyrifampicin-forming),"['NAD(P)H', 'NADH [CPD:C00004];', 'NADPH [CPD:C00005];', 'O2', 'O2 [CPD:C00007]', 'more', 'rifampicin', 'rifampicin [CPD:C06688];']","[""2'-N-hydroxyrifampicin"", ""2'-N-hydroxyrifampicin [CPD:C21143];"", '?', 'H2O', 'H2O [CPD:C00001]', 'NAD(P)+', 'NAD+ [CPD:C00003];', 'NADP+ [CPD:C00006];']",0,0,0
CoB:CoM:methanophenazine oxidoreductase,"['CoB [CPD:C04628];', 'CoM [CPD:C03576];', 'methanophenazine [CPD:C11903]']","['CoM-S-S-CoB [CPD:C04832];', 'dihydromethanophenazine [CPD:C11904]']",0,0,0
(S)-3-hydroxyacyl-CoA:NAD+ oxidoreductase,"['(3S)-3-hydroxyadipyl-CoA', '(R)-3-hydroxyacyl-CoA', '(S)-3-hydroxyacyl-CoA', '(S)-3-hydroxyacyl-CoA [CPD:C00640];', '(S)-3-hydroxybutanoyl-CoA', '(S)-3-hydroxybutyryl-CoA', '(S)-3-hydroxydecanoyl-CoA', '(S)-3-hydroxyhexanoyl-CoA', '(S)-3-hydroxyhexenoyl-CoA', '(S)-3-hydroxylauryl-CoA', '1-propanol', '17beta-estradiol', '2-fluoro-3-hydroxy-4-octenoyl-CoA', '2-fluoro-3-hydroxyoctanoyl-CoA', '2-propanol', '3-acetoacetyl-CoA', '3-hydroxy-2-methylacyl-CoA', '3-hydroxy-4-octenoyl-CoA', '3-hydroxybutyryl-CoA', '3-hydroxyoctanoyl-CoA', '3-ketohexadecanoyl-CoA', '3-ketooctanoyl-CoA', '3-oxoacyl-CoA', '3-oxofumonisin B3', '3-oxohexadecanoyl-CoA', '3-oxooctanoyl-CoA', '5alpha-androstane-3,17-diol', '5alpha-dihydrotestosterone', '8-(acetoacetylthio)-6-ethyloctanoic acid', '8-(acetoacetylthio)-6-mercaptooctanoic acid', '?', 'H+', 'NAD+', 'NAD+ [CPD:C00003]', 'NADH', 'NADP+', 'NADPH', 'acetoacetyl-CoA', 'acetoacetyl-N-acetylcysteamine', 'acetoacetyl-N-beta-alanylcysteamine', 'acetoacetyl-cysteamine-2,2,5,5-tetramethyl-1-oxy-3-pyrroline-3-carboxylic acid amide', 'acetoacetyl-pantetheine', ""acetoacetyl-pantetheine-4'-(2,2,5,5-tetramethyl-1-oxy-3-pyrroline-3-carboxylic acid ester)"", 'acetoacetyldecanoate', 'allopregnanolone', 'androsterone', 'more', 'tiglyl-CoA']","['(3beta,5alpha,17beta)-androstane-3,17-diol', '(S)-3-hydroxhexadecanoyl-CoA', '(S)-3-hydroxybutyryl-CoA', '(S)-3-hydroxybutyryl-N-acetylcysteamine', '(S)-3-hydroxybutyryl-N-beta-alanylcysteamine', '(S)-3-hydroxybutyryl-cysteamine-2,2,5,5-tetramethyl-1-oxy-3-pyrroline-3-carboxylic acid amide', '(S)-3-hydroxybutyryl-pantetheine', ""(S)-3-hydroxybutyryl-pantetheine-4'-(2,2,5,5-tetramethyl-1-oxy-3-pyrroline-3-carboxylic acid ester)"", '(S)-3-hydroxybutyryldecanoate', '(S)-3-hydroxyoctanoyl-CoA', '2-fluoro-3-oxo-4-octenoyl-CoA', '2-fluoro-3-oxooctanoyl-CoA', '3-acetoacetyl-CoA', '3-hydroxyacyl-CoA', '3-hydroxybutyryl-CoA', '3-ketodecanoyl-CoA', '3-ketohexenoyl-CoA', '3-oxo-2-methylacyl-CoA', '3-oxo-4-octenoyl-CoA', '3-oxoacyl-CoA', '3-oxoacyl-CoA [CPD:C00264];', '3-oxoadipyl-CoA', '3-oxobutyryl-CoA', '3-oxodecanoyl-CoA', '3-oxohexanoyl-CoA', '3-oxolauryl-CoA', '3-oxooctanoyl-CoA', '5alpha-dihydroprogesterone', '5alpha-dihydrotestosterone', '6-ethyl-8-[[(1S)-1-hydroxy-3-oxobutyl]thio]octanoic acid', '8-[[(1S)-1-hydroxy-3-oxobutyl]thio]-6-mercaptooctanoic acid', '?', 'H+', 'H+ [CPD:C00080]', 'NAD+', 'NADH', 'NADH [CPD:C00004];', 'NADP+', 'NADPH', 'acetoacetyl-CoA', 'acetone', 'androstanedione', 'estrone', 'fumonisin B3', 'n-propanal']",0,0,0
L-lysine:oxygen 2-oxidoreductase (deaminating),"['L-lysine [CPD:C00047];', 'O2 [CPD:C00007];', 'H2O [CPD:C00001]']","['6-amino-2-oxohexanoate [CPD:C03239];', 'NH3 [CPD:C00014];', 'H2O2 [CPD:C00027]']",0,0,0
L-proline:quinone oxidoreductase,"['L-proline [CPD:C00148];', 'quinone [CPD:C15602]']","['(S)-1-pyrroline-5-carboxylate [CPD:C03912];', 'quinol [CPD:C15603]']",0,0,0
5-amino-6-(5-phospho-D-ribitylamino)uracil:NADP+ 1'-oxidoreductase,"[""5-amino-2,6-dioxy-4-(5'-phosphoribosylamino)pyrimidine"", '5-amino-6-(5-phospho-D-ribitylamino)uracil [CPD:C04454];', ""5-amino-6-ribosylamino-2,4(1H,3H)-pyrimidinedione 5'-phosphate"", 'H+', 'NADP+ [CPD:C00006]', 'NADPH', 'more']","[""5-amino-2,6-dioxy-4-(5'-phosphoribitylamino)pyrimidine"", '5-amino-6-(5-phospho-D-ribosylamino)uracil;', ""5-amino-6-ribitylamino-2,4(1H,3H)-pyrimidinedione 5'-phosphate"", '?', 'H+ [CPD:C00080]', 'NADP+', 'NADPH [CPD:C00005];']",0,0,0
3-(7-chloroindol-3-yl)-2-iminopropanoate ammonia-lyase (dichlorochromopyrrolate-forming),"['3-(7-chloroindol-3-yl)-2-iminopropanoate;', 'H2O2 [CPD:C00027]']","['dichlorochromopyrrolate [CPD:C19698];', 'NH3 [CPD:C00014];', 'H2O [CPD:C00001]']",0,0,0
